ticker,security_id,sector
EBGNG,757862,NIFTY_INFRA
EIDPARRY,916,NIFTY_FMCG
ELGIEQUIP,937,NIFTY_INFRA
EMSLIMITED,18593,NIFTY_INFRA
ENDURANCE,18822,NIFTY_AUTO
ENGINERSIN,4907,NIFTY_INFRA
EPACKPEB,759251,NIFTY_INFRA
EQUITASBNK,913,NIFTY_BANK
ERIS,21154,NIFTY_PHARMA
ESCORTS,958,NIFTY_AUTO
EUROTEXIND,8886,NIFTY_FMCG
EXICOM,22947,NIFTY_INFRA
EXIDEIND,676,NIFTY_AUTO
FDC,4898,NIFTY_PHARMA
FEDERALBNK,1023,NIFTY_BANK
FINCABLES,1038,NIFTY_INFRA
FINPIPE,1041,NIFTY_INFRA
FISCHER,757658,NIFTY_INFRA
FORTIS,14592,NIFTY_HEALTHCARE
FSL,14304,NIFTY_IT
GABRIEL,1085,NIFTY_AUTO
GAIL,4717,NIFTY_ENERGY
GANESHHOU,14339,NIFTY_REALTY
GARFIBRES,1100,NIFTY_FMCG
GATEWAY,8510,NIFTY_INFRA
GENUSPOWER,11905,NIFTY_INFRA
GEOJITFSL,11896,NIFTY_FIN_SERVICE
GICRE,277,NIFTY_FIN_SERVICE
GLAND,1186,NIFTY_PHARMA
GLENMARK,7406,NIFTY_PHARMA
GMRAIRPORT,13528,NIFTY_INFRA
GNFC,1174,NIFTY_PHARMA
GOCLCORP,3963,NIFTY_PHARMA
GOCOLORS,6964,NIFTY_FMCG
GODFRYPHLP,1181,NIFTY_FMCG
GODREJCP,10099,NIFTY_FMCG
GODREJIND,10925,NIFTY_FMCG
GODREJPROP,17875,NIFTY_REALTY
GPIL,13409,NIFTY_METAL
GRANDOAK,762695,NIFTY_FMCG
GRANULES,11872,NIFTY_PHARMA
GRASIM,1232,NIFTY_INFRA
GREAVESCOT,1235,NIFTY_INFRA
GRINFRA,5054,NIFTY_INFRA
GSFC,1247,NIFTY_PHARMA
GSLSU,14599,NIFTY_FMCG
GUJGASLTD,10599,NIFTY_ENERGY
GULFOILLUB,4391,NIFTY_ENERGY
HALDER,760715,NIFTY_FMCG
HAPPSTMNDS,48,NIFTY_IT
HAVELLS,9819,NIFTY_INFRA
HCC,1375,NIFTY_INFRA
HCG,15555,NIFTY_HEALTHCARE
HCLTECH,7229,NIFTY_IT
HDFCBANK,1333,NIFTY_BANK
HDFCLIFE,467,NIFTY_FIN_SERVICE
HEG,1336,NIFTY_INFRA
HFCL,21951,NIFTY_INFRA
HGINFRA,1672,NIFTY_INFRA
HIKAL,9668,NIFTY_PHARMA
HINDALCO,1363,NIFTY_METAL
HINDCOPPER,17939,NIFTY_METAL
HINDPETRO,1406,NIFTY_ENERGY
HINDUNILVR,1394,NIFTY_FMCG
HINDZINC,1424,NIFTY_METAL
HISARMETAL,19322,NIFTY_METAL
HOMEFIRST,2056,NIFTY_FIN_SERVICE
HSCL,14334,NIFTY_PHARMA
HUDCO,20825,NIFTY_FIN_SERVICE
ICICIBANK,4963,NIFTY_BANK
IDBI,1476,NIFTY_PSU_BANK
IDFCFIRSTB,11184,NIFTY_BANK
IEX,220,NIFTY_FIN_SERVICE
IFCI,1491,NIFTY_FIN_SERVICE
IIFL,11809,NIFTY_FIN_SERVICE
INDHOTEL,1512,NIFTY_REALTY
INDIAMART,10726,NIFTY_IT
INDOCO,11677,NIFTY_PHARMA
INDUSINDBK,5258,NIFTY_BANK
INFY,1594,NIFTY_IT
INOXGREEN,12188,NIFTY_ENERGY
INOXWIND,7852,NIFTY_ENERGY
INTELLECT,5926,NIFTY_IT
IOC,1624,NIFTY_ENERGY
IONEXCHANG,1630,NIFTY_INFRA
IPCALAB,1633,NIFTY_PHARMA
IRCTC,13611,NIFTY_INFRA
IRFC,2029,NIFTY_FIN_SERVICE
ITC,1660,NIFTY_FMCG
ITDC,19299,NIFTY_REALTY
J&KBANK,5633,NIFTY_BANK
JAGRAN,13211,NIFTY_MEDIA
JAIBALAJI,14076,NIFTY_METAL
JAINREC,759244,NIFTY_INFRA
JAMNAAUTO,20778,NIFTY_AUTO
JBCHEPHARM,1726,NIFTY_PHARMA
JINDALSAW,3024,NIFTY_METAL
JINDALSTEL,6733,NIFTY_METAL
JIOFIN,18143,NIFTY_FIN_SERVICE
JISLJALEQS,10397,NIFTY_INFRA
JKIL,15266,NIFTY_INFRA
JKLAKSHMI,13491,NIFTY_INFRA
JKPAPER,11860,NIFTY_FMCG
JMFINANCIL,13637,NIFTY_FIN_SERVICE
JSL,11236,NIFTY_METAL
JSWENERGY,17869,NIFTY_ENERGY
JSWINFRA,19020,NIFTY_INFRA
JSWSTEEL,11723,NIFTY_METAL
JTEKTINDIA,3237,NIFTY_AUTO
JUBLFOOD,18096,NIFTY_FMCG
JUBLINGREA,2783,NIFTY_PHARMA
JUBLPHARMA,3637,NIFTY_PHARMA
JUSTDIAL,29962,NIFTY_IT
JYOTHYLAB,15146,NIFTY_FMCG
JYOTISTRUC,1802,NIFTY_INFRA
KAJARIACER,1808,NIFTY_INFRA
KALYANKJIL,2955,NIFTY_FMCG
KARURVYSYA,1838,NIFTY_BANK
KEC,13260,NIFTY_INFRA
KFINTECH,13359,NIFTY_FIN_SERVICE
KIMS,4847,NIFTY_HEALTHCARE
KIRIINDUS,16639,NIFTY_PHARMA
KIRLOSBROS,18581,NIFTY_INFRA
KIRLOSENG,20936,NIFTY_INFRA
KNRCON,15283,NIFTY_INFRA
KOTAKBANK,1922,NIFTY_BANK
KPITTECH,9683,NIFTY_IT
KRBL,10577,NIFTY_FMCG
KSB,1949,NIFTY_INFRA
LALPATHLAB,11654,NIFTY_HEALTHCARE
LAURUSLABS,19234,NIFTY_PHARMA
LICI,9480,NIFTY_FIN_SERVICE
LICHSGFIN,1997,NIFTY_FIN_SERVICE
LLOYDSENGG,17801,NIFTY_INFRA
LOTUSEYE,16807,NIFTY_HEALTHCARE
LTFOODS,13816,NIFTY_FMCG
LUMAXTECH,14014,NIFTY_AUTO
LUPIN,10440,NIFTY_PHARMA
LUXIND,11301,NIFTY_FMCG
LXCHEM,2841,NIFTY_PHARMA
MAHABANK,11377,NIFTY_PSU_BANK
MAHLOG,385,NIFTY_INFRA
MAHSEAMLES,2088,NIFTY_METAL
MAITHANALL,24538,NIFTY_METAL
MANAPPURAM,19061,NIFTY_FIN_SERVICE
MARKSANS,10579,NIFTY_PHARMA
MASFIN,199,NIFTY_FIN_SERVICE
MASTEK,2124,NIFTY_IT
MATRIMONY,21726,NIFTY_IT
MAXESTATES,19646,NIFTY_REALTY
MAXHEALTH,22377,NIFTY_HEALTHCARE
MAZDA,18866,NIFTY_INFRA
MAZDOCK,509,NIFTY_DEFENCE
MCLOUD,29482,NIFTY_IT
MERCANTILE,762792,NIFTY_FIN_SERVICE
METROPOLIS,9581,NIFTY_HEALTHCARE
MFSL,2142,NIFTY_FIN_SERVICE
MGL,17534,NIFTY_ENERGY
MHRIL,17333,NIFTY_REALTY
MIDHANI,2463,NIFTY_METAL
MOIL,20830,NIFTY_METAL
MONTECARLO,5938,NIFTY_INFRA
MOREPENLAB,2259,NIFTY_PHARMA
MOTHERSON,4204,NIFTY_AUTO
MOTILALOFS,14947,NIFTY_FIN_SERVICE
MOTISONS,20788,NIFTY_FMCG
MPHASIS,4503,NIFTY_IT
MRPL,2283,NIFTY_ENERGY
MSTCLTD,9356,NIFTY_FIN_SERVICE
MTARTECH,2709,NIFTY_DEFENCE
MUKANDLTD,11325,NIFTY_METAL
MUNJALAU,13511,NIFTY_AUTO
MUTHOOTFIN,23650,NIFTY_FIN_SERVICE
M&M,2031,NIFTY_AUTO
M&MFIN,13285,NIFTY_FIN_SERVICE
NARMADA,6364,NIFTY_PHARMA
NATCOPHARM,3918,NIFTY_PHARMA
NAUKRI,13751,NIFTY_IT
NCC,2319,NIFTY_INFRA
NECCLTD,13522,NIFTY_INFRA
NELCO,2388,NIFTY_MEDIA
NESCO,15409,NIFTY_REALTY
NESTLEIND,17963,NIFTY_FMCG
NETWORK18,14111,NIFTY_MEDIA
NEWGEN,1164,NIFTY_IT
NFL,13925,NIFTY_PHARMA
NHPC,17400,NIFTY_ENERGY
NIITLTD,11522,NIFTY_IT
NITTAGELA,762824,NIFTY_FMCG
NLCINDIA,8585,NIFTY_ENERGY
NMDC,15332,NIFTY_METAL
NTPC,11630,NIFTY_ENERGY
NUCLEUS,10791,NIFTY_IT
OBEROIRLTY,20242,NIFTY_REALTY
OIL,17438,NIFTY_ENERGY
OLAELEC,24777,NIFTY_AUTO
OMNI,760865,NIFTY_INFRA
ONGC,2475,NIFTY_ENERGY
ORIENTCEM,30089,NIFTY_INFRA
ORIENTELEC,2972,NIFTY_INFRA
ORIENTPPR,2496,NIFTY_FMCG
PARADEEP,9741,NIFTY_PHARMA
PARAS,5911,NIFTY_DEFENCE
PAYTM,6705,NIFTY_FIN_SERVICE
PCBL,2649,NIFTY_PHARMA
PDSL,5264,NIFTY_FMCG
PENIND,20621,NIFTY_METAL
PETRONET,11351,NIFTY_ENERGY
PFC,14299,NIFTY_FIN_SERVICE
PHOENIXLTD,14552,NIFTY_REALTY
PIDILITIND,2664,NIFTY_PHARMA
PIIND,24184,NIFTY_PHARMA
PIXTRANS,9087,NIFTY_AUTO
PNB,10666,NIFTY_BANK
PNBGILTS,8736,NIFTY_FIN_SERVICE
PNBHOUSING,18908,NIFTY_FIN_SERVICE
POONAWALLA,11403,NIFTY_FIN_SERVICE
POWERGRID,14977,NIFTY_ENERGY
POWERMECH,10473,NIFTY_INFRA
PPAP,15209,NIFTY_AUTO
PRAJIND,2705,NIFTY_INFRA
DIAMONDYD,21840,NIFTY_FMCG
PRESTIGE,20302,NIFTY_REALTY
PRICOLLTD,19631,NIFTY_AUTO
PRINCEPIPE,16045,NIFTY_INFRA
PSPPROJECT,20877,NIFTY_INFRA
PTC,11355,NIFTY_FIN_SERVICE
PUNJABCHEM,4344,NIFTY_PHARMA
PURVA,14922,NIFTY_REALTY
QUICKHEAL,13131,NIFTY_IT
RAINBOW,9408,NIFTY_HEALTHCARE
RAJRATAN,18962,NIFTY_METAL
RALLIS,2816,NIFTY_PHARMA
RAMASTEEL,10300,NIFTY_METAL
RAMCOCEM,2043,NIFTY_INFRA
RAMCOSYS,7851,NIFTY_IT
RAMKY,20134,NIFTY_INFRA
RATNAMANI,13451,NIFTY_METAL
RAYMOND,2859,NIFTY_FMCG
RBLBANK,18391,NIFTY_BANK
RCF,2866,NIFTY_PHARMA
RECLTD,15355,NIFTY_FIN_SERVICE
REDINGTON,14255,NIFTY_IT
RELAXO,24225,NIFTY_FMCG
RELIANCE,2885,NIFTY_ENERGY
REPL,1480,NIFTY_INFRA
RGL,15129,NIFTY_FMCG
RITES,3761,NIFTY_INFRA
RKEC,1547,NIFTY_INFRA
ROLEXRINGS,5279,NIFTY_AUTO
ROSSARI,19410,NIFTY_PHARMA
ROUTE,128,NIFTY_IT
RSWM,2794,NIFTY_FMCG
RSYSTEMS,13414,NIFTY_IT
RTNPOWER,17520,NIFTY_ENERGY
RUBICON,759316,NIFTY_PHARMA
RUPA,25724,NIFTY_FMCG
RVNL,9552,NIFTY_INFRA
SAFARI,13035,NIFTY_FMCG
SAIL,2963,NIFTY_METAL
SAKSOFT,11794,NIFTY_IT
SALASAR,21362,NIFTY_INFRA
SAMHI,18614,NIFTY_REALTY
SANDHAR,2397,NIFTY_AUTO
SANGAMIND,4184,NIFTY_FMCG
SANSERA,5751,NIFTY_AUTO
SAPPHIRE,6718,NIFTY_FMCG
SARDAEN,17758,NIFTY_METAL
SAREGAMA,4892,NIFTY_MEDIA
SATIN,13024,NIFTY_FIN_SERVICE
SBFC,18026,NIFTY_FIN_SERVICE
SBILIFE,21808,NIFTY_FIN_SERVICE
SBIN,3045,NIFTY_BANK
SCHNEIDER,31234,NIFTY_INFRA
SCI,3048,NIFTY_INFRA
SEPC,15308,NIFTY_INFRA
SESHAPAPER,3066,NIFTY_FMCG
SHALBY,714,NIFTY_HEALTHCARE
SHALPAINTS,15342,NIFTY_FMCG
SHANKARA,20337,NIFTY_INFRA
SHARDACROP,4992,NIFTY_PHARMA
SHARDAMOTR,10530,NIFTY_AUTO
SHEMAROO,5068,NIFTY_MEDIA
SHILPAMED,17752,NIFTY_PHARMA
SHIVALIK,7026,NIFTY_METAL
SHREEPUSHK,10588,NIFTY_PHARMA
SHRIRAMFIN,4306,NIFTY_FIN_SERVICE
SHYAMMETL,4693,NIFTY_METAL
SIGACHI,6664,NIFTY_PHARMA
SIS,21501,NIFTY_FIN_SERVICE
SJVN,18883,NIFTY_ENERGY
SKFINDIA,3186,NIFTY_AUTO
SONACOMS,4684,NIFTY_AUTO
SOUTHWEST,9678,NIFTY_INFRA
SPARC,14788,NIFTY_PHARMA
SRF,3273,NIFTY_PHARMA
SUDARSCHEM,3327,NIFTY_PHARMA
SULA,25400,NIFTY_FMCG
SUNPHARMA,3351,NIFTY_PHARMA
SUNTECK,17641,NIFTY_REALTY
SUPRAJIT,11689,NIFTY_AUTO
SUPREMEIND,3363,NIFTY_INFRA
SUPREMEINF,15002,NIFTY_INFRA
SURYAROSNI,3375,NIFTY_METAL
SURYODAY,2970,NIFTY_BANK
SUTLEJTEX,13801,NIFTY_FMCG
SUZLON,12018,NIFTY_ENERGY
SWANCORP,27095,NIFTY_REALTY
SYMPHONY,24190,NIFTY_INFRA
SYNGENE,10243,NIFTY_HEALTHCARE
TATACOMM,3721,NIFTY_INFRA
TATACONSUM,3432,NIFTY_FMCG
TMPV,3456,NIFTY_AUTO
TATAPOWER,3426,NIFTY_ENERGY
TATASTEEL,3499,NIFTY_METAL
TCIFINANCE,8722,NIFTY_FIN_SERVICE
TCIEXP,19223,NIFTY_INFRA
TCS,11536,NIFTY_IT
TDPOWERSYS,25178,NIFTY_INFRA
TEAMLEASE,13582,NIFTY_FIN_SERVICE
TECHM,13538,NIFTY_IT
TECHNOE,6445,NIFTY_INFRA
TEJASNET,21131,NIFTY_INFRA
TEXRAIL,21828,NIFTY_INFRA
THYROCARE,17032,NIFTY_HEALTHCARE
TIINDIA,312,NIFTY_AUTO
TIMETECHNO,14707,NIFTY_INFRA
TIMKEN,14198,NIFTY_INFRA
TIPSMUSIC,9117,NIFTY_MEDIA
TMB,18314,NIFTY_BANK
TNPL,3980,NIFTY_FMCG
TOKYOPLAST,9710,NIFTY_FMCG
TORNTPOWER,13786,NIFTY_ENERGY
TPLPLASTEH,9219,NIFTY_INFRA
TREEHOUSE,25082,NIFTY_MEDIA
TREJHARA,7518,NIFTY_IT
TRENT,1964,NIFTY_FMCG
TRIDENT,9685,NIFTY_FMCG
TRITURBINE,25584,NIFTY_INFRA
TRIVENI,13081,NIFTY_FMCG
TTKPRESTIG,3546,NIFTY_FMCG
TTML,8954,NIFTY_INFRA
TVSSCS,18151,NIFTY_INFRA
TITAGARH,15414,NIFTY_INFRA
UBL,16713,NIFTY_FMCG
UCAL,3570,NIFTY_AUTO
UCOBANK,11223,NIFTY_PSU_BANK
UFLEX,1053,NIFTY_FMCG
UNICHEMLAB,3579,NIFTY_PHARMA
UNIENTER,14651,NIFTY_PHARMA
UNIINFO,7797,NIFTY_IT
UNIONBANK,10753,NIFTY_PSU_BANK
UNITDSPR,10447,NIFTY_FMCG
USHAMART,8840,NIFTY_METAL
VAIBHAVGBL,11364,NIFTY_FMCG
VAKRANGEE,13342,NIFTY_IT
VALIANTORG,330,NIFTY_PHARMA
VARROC,3857,NIFTY_AUTO
VBL,18921,NIFTY_FMCG
VERA,2666,NIFTY_AUTO
VERANDA,8890,NIFTY_MEDIA
VGUARD,15362,NIFTY_INFRA
VINATIORGA,17364,NIFTY_PHARMA
VIPCLOTHNG,14847,NIFTY_FMCG
VIPIND,3703,NIFTY_FMCG
VIPULLTD,8424,NIFTY_REALTY
VISAKAIND,4221,NIFTY_INFRA
VMM,27969,NIFTY_METAL
VISHNU,6908,NIFTY_PHARMA
VIVIMEDLAB,11968,NIFTY_PHARMA
VLSFINANCE,3715,NIFTY_FIN_SERVICE
VOLTAS,3718,NIFTY_INFRA
VSTIND,3724,NIFTY_FMCG
WABAG,20188,NIFTY_INFRA
WALCHANNAG,3736,NIFTY_INFRA
WELCORP,11821,NIFTY_METAL
ZYDUSWELL,17635,NIFTY_FMCG
WELSPUNLIV,11253,NIFTY_FMCG
WESTLIFE,11580,NIFTY_FMCG
WHIRLPOOL,18011,NIFTY_INFRA
WINDLAS,5366,NIFTY_PHARMA
WINDMACHIN,24969,NIFTY_INFRA
WIPL,20481,NIFTY_IT
WIPRO,3787,NIFTY_IT
WOCKPHARMA,7506,NIFTY_PHARMA
WSTCSTPAPR,3799,NIFTY_FMCG
XCHANGING,11705,NIFTY_IT
IBULLSLTD,25003,NIFTY_REALTY
YATRA,18760,NIFTY_INFRA
YESBANK,11915,NIFTY_BANK
YUKEN,5501,NIFTY_INFRA
ZEEL,3812,NIFTY_MEDIA
ZEEMEDIA,14003,NIFTY_MEDIA
ZENITHEXPO,4176,NIFTY_FMCG
ZENITHSTL,14562,NIFTY_METAL
ZFCVINDIA,16915,NIFTY_AUTO
ZODIACLOTH,3821,NIFTY_FMCG
ETERNAL,5097,NIFTY_PHARMA
ZUARI,29050,NIFTY_PHARMA
ZUARIIND,3827,NIFTY_FMCG
IDEA,14366,NIFTY_INFRA
AIIL,23553,NIFTY_INFRA
GROWW,759806,NIFTY_FIN_SERVICE
TMCV,759782,NIFTY_AUTO
ADANIPOWER,17388,NIFTY_ENERGY
VEDL,3063,NIFTY_METAL
MCX,31181,NIFTY_FIN_SERVICE
NYKAA,6545,NIFTY_FMCG
SWIGGY,27066,NIFTY_FMCG
HDFCAMC,4244,NIFTY_FIN_SERVICE
INDIANB,14309,NIFTY_PSU_BANK
HYUNDAI,25844,NIFTY_AUTO
ICICIAMC,760407,NIFTY_FIN_SERVICE
LTF,24948,NIFTY_FIN_SERVICE
INDUSTOWER,29135,NIFTY_INFRA
LENSKART,759605,NIFTY_FMCG
WAAREEENER,25907,NIFTY_ENERGY
LODHA,3220,NIFTY_REALTY
UNOMINDA,14154,NIFTY_AUTO
POLICYBZR,6656,NIFTY_FIN_SERVICE
BANKINDIA,4745,NIFTY_PSU_BANK
APLAPOLLO,25780,NIFTY_METAL
ICICIGI,21770,NIFTY_FIN_SERVICE
PREMIERENE,25049,NIFTY_ENERGY
ABCAPITAL,21614,NIFTY_FIN_SERVICE
PATANJALI,17029,NIFTY_FMCG
LLOYDSME,17313,NIFTY_METAL
DALBHARAT,8075,NIFTY_INFRA
ZYDUSLIFE,7929,NIFTY_PHARMA
MARICO,4067,NIFTY_FMCG
NAM-INDIA,357,NIFTY_FIN_SERVICE
TATAINVEST,1621,NIFTY_FIN_SERVICE
UPL,11287,NIFTY_PHARMA
360ONE,13061,NIFTY_FIN_SERVICE
GLAXO,1153,NIFTY_PHARMA
BDL,2144,NIFTY_DEFENCE
MANKIND,15380,NIFTY_PHARMA
LGEINDIA,760213,NIFTY_INFRA
IREDA,20261,NIFTY_FIN_SERVICE
TATACAP,759265,NIFTY_FIN_SERVICE
HEXT,29666,NIFTY_IT
KPRMILL,14912,NIFTY_FMCG
ANTHEM,757885,NIFTY_HEALTHCARE
ICICIPRULI,18652,NIFTY_FIN_SERVICE
NTPCGREEN,27176,NIFTY_ENERGY
ITCHOTELS,29251,NIFTY_REALTY
SBICARD,17971,NIFTY_FIN_SERVICE
HDBFS,757772,NIFTY_FIN_SERVICE
MEDANTA,11956,NIFTY_HEALTHCARE
BAJAJHFL,25270,NIFTY_FIN_SERVICE
BHARTIHEXA,23489,NIFTY_INFRA
AJANTPHARM,8124,NIFTY_PHARMA
LTTS,18564,NIFTY_IT
NIACL,399,NIFTY_FIN_SERVICE
NBCC,31415,NIFTY_INFRA
PINELABS,759820,NIFTY_FIN_SERVICE
MEESHO,760229,NIFTY_IT
SONATSOFTW,6596,NIFTY_IT
ZENSARTECH,1076,NIFTY_IT
RHIM,31163,NIFTY_INFRA
SUMICHEM,19487,NIFTY_PHARMA
ECLERX,14713,NIFTY_IT
POWERINDIA,8693,NIFTY_INFRA
KEI,13310,NIFTY_INFRA
PVRINOX,13147,NIFTY_MEDIA
APARINDS,11491,NIFTY_INFRA
